jcompany_name,scompany_name,company_name_clean,company_tech_stack,company_keywords_jumpit,company_type,industry
리만코리아,주식회사 리만코리아,리만코리아,Java;Git;QueryDSL;JUnit;Spring Framework;Amazon Aurora;Spring Boot;Gradle,"평균연봉 상위 10%;성과급/상여금;사내 카페;평균연봉 6,000 이상",중견기업;주식회사;외부감사법인,""
엠핀스,엠핀스(주),엠핀스,Java;C++;C;Android OS;Kotlin,급성장중,중소기업,그 외 기타 전자부품 제조업
아론티어,(주)아론티어,아론티어,TypeScript;Jotai;AI/인공지능;Git;PyTorch;Docker;Linux;Redux;GitHub;JavaScript;React;Python,"연봉상승률 10% 이상;평균연봉 상위 10%;급성장중;프리한 복장;3호선 역세권 기업;유연근무제;간식 제공;평균연봉 7,000 이상",중소기업;주식회사;연구소;병역특례 인증업체,응용 소프트웨어 개발 및 공급업
센시리온오토모티브솔루션즈코리아,센시리온오토모티브솔루션즈코리아(주),센시리온오토모티브솔루션즈코리아,Amazon API Gateway;Python,장기근속 포상;재택근무;2호선 역세권 기업;유연근무제;점심지원,중소기업;외국인 투자기업;주식회사;외부감사법인;연구소;수출입 기업,그 외 자동차용 신품 부품 제조업
오투플러스,(주)오투플러스,오투플러스,Java;AngularJS;vuex;Redis Cloud;Laravel;React;RabbitMQ;Vue.js;RDB;REST API;Git;Docker;Elasticsearch;MySQL;PHP;ReactPHP,자유로운 연차;신분당선 역세권 기업,중소기업,컴퓨터 프로그래밍 서비스업
코아비스,(주)코아비스,코아비스,FW;C;SW;Embedded,한앤컴퍼니제일호사모투자전문회사 계열사;매출액 1000억 기업;프리한 복장;유연근무제,"",그 외 자동차용 신품 부품 제조업
한국이에스지데이터,한국이에스지데이터(주),한국이에스지데이터,AI/인공지능;Docker;JavaScript;Semantic UI;Spring Boot;Node.js;FastAPI;Python,3호선 역세권 기업,중소기업;주식회사,컴퓨터시스템 통합 자문 및 구축 서비스업
베스텔라랩,(주)베스텔라랩,베스텔라랩,C#;C;GitHub;Spring Boot;iOS;R;NoSql;VPN;JavaScript;MySQL;PHP;Embedded;AWS;Ccnp;Python;Java;C++;SW;MariaDB;Router;Ccna;React;SQL;Kotlin;Git;Linux;OpenCV;GCP;ROS;Spring Framework;Swift;React Native,급성장중;아기 유니콘;시리즈A 투자유치,중소기업;주식회사,응용 소프트웨어 개발 및 공급업
씨어스테크놀로지,(주)씨어스테크놀로지,씨어스테크놀로지,Chart.js;Matplotlib;AI/인공지능;OpenGL;Infra;PyQt;Windows;React;Jira;NumPy;WebSocket;Git;Linux;Pandas;Notion;D3.js;Python,"스타트업;급성장중;장기근속 포상;매출액 150% 급성장;코스닥;매출액 20% 지속성장;평균연봉 6,000 이상",스타트업;중소기업;코스닥;주식회사;연구소;수출입 기업,그 외 기타 의료용 기기 제조업
프리시젼바이오,프리시젼바이오(주),프리시젼바이오,C++;Yocto;C;Qt;SW;Embedded Linux;SQLite;Mfc;Android OS,연봉상승률 15% 이상;급성장중;장기근속 포상;코스닥;점심지원;간식 제공,중소기업;코스닥;주식회사;외부감사법인;연구소;병역특례 인증업체;수출입 기업,그 외 기타 의료용 기기 제조업
크리스틴컴퍼니,(주)크리스틴컴퍼니,크리스틴컴퍼니,GitHub;PostgreSQL;Redis;Next.js;React;WebSocket;TypeScript;React Query;REST API;Docker;Slack;Zustand;Notion;MongoDB;styled-components;NestJS;Python,급성장중;자유로운 연차;패밀리데이;프리한 복장;매출액 20% 지속성장;워라밸;성과급/상여금,중소기업;주식회사;수출입 기업,구두류 제조업
액스비스,(주)액스비스,액스비스,C#;RTOS;AI/인공지능;C;Qt;FPGA;scikit-learn;PLC;Mfc;MachineLearning;REST API;VHDL;Verilog;JavaScript;Cisco ISE;.NET;GUI;HALCON;Dialogflow;Python;Flask;C++;DirectX;OpenGL;Embedded Linux;Visual Studio;SQL;labview;OpenCV;Django;FastAPI;ARM,"연봉상승률 10% 이상;스타트업;매출액 500억 기업;급성장중;장기근속 포상;성과급/상여금;평균연봉 6,000 이상",스타트업;중소기업;주식회사;외부감사법인;병역특례 인증업체;수출입 기업,전자 응용 절삭기계 제조업
유씨아이,(주)유씨아이,유씨아이,C++;C;Azure DevOps,"",중소기업;주식회사,컴퓨터시설 관리업
유리프트,(주)유리프트,유리프트,TypeScript;GCP;TailwindCSS;Firebase Realtime Database;Next.js;React,2호선 역세권 기업;아기 유니콘;점심지원,중소기업;주식회사,응용 소프트웨어 개발 및 공급업
딜리버리랩,(주)딜리버리랩,딜리버리랩,PostgreSQL;MySQL;Spring Boot;Oracle;AWS,연봉상승률 20% 이상;매출액 100억 기업;급성장중;자유로운 연차;재택근무;2호선 역세권 기업;아기 유니콘;매출액 20% 지속성장;시리즈A 투자유치,중소기업;주식회사,응용 소프트웨어 개발 및 공급업
클럼엘,(주)클럼엘,클럼엘,Java;C++;Rust;GitHub;GraphQL;Infra;RDB;Shell;Git;NoSql;Linux;DbUnit;Network;Python,"평균연봉 상위 10%;연봉상승률 20% 이상;프리한 복장;2호선 역세권 기업;점심지원;유연근무제;간식 제공;평균연봉 7,000 이상",중소기업,응용 소프트웨어 개발 및 공급업
블루개러지,(주)블루개러지,블루개러지,PostgreSQL;OpenGL;GraphQL;GraphicsMagick;React;Linear;Vulkan;TypeScript;PyTorch;GCP;Django;MySQL;3D Rendering;Pandas;React Native;AWS;Python,"연봉상승률 20% 이상;매출액 500억 기업;급성장중;제이와이피엔터테인먼트 계열사;5호선 역세권 기업;유연근무제;매출액 20% 지속성장;평균연봉 6,000 이상",중소기업,그 외 기타 상품 전문 도매업
두나미스아트테크놀로지스,(주)두나미스아트테크놀로지스,두나미스아트테크놀로지스,Git;Docker;Linux;PostgreSQL;Kafka;Redis;FastAPI;Spring Boot;AWS;React;Python;Flask,연봉상승률 20% 이상;6호선 역세권 기업;유연근무제;점심지원,중소기업,응용 소프트웨어 개발 및 공급업
위버케어,(주)위버케어,위버케어,TypeScript;Docker;PostgreSQL;MySQL;Node.js;AWS;NestJS,"연봉상승률 10% 이상;평균연봉 상위 10%;스타트업;장기근속 포상;휴가비 지원;2호선 역세권 기업;간식 제공;시리즈A 투자유치;평균연봉 7,000 이상",스타트업;주식회사;병역특례 인증업체,""
쉬모스랩,(주)쉬모스랩,쉬모스랩,AI/인공지능;PostgreSQL;gRPC;SQL;REST API;AZURE;Git;Docker;Linux;GCP;AWS;Azure DevOps;Kubernetes;TensorFlow;Python,연봉상승률 30% 이상;급성장중;3호선 역세권 기업;유연근무제,중소기업,시스템 소프트웨어 개발 및 공급업
블루닷,블루닷(주),블루닷,C++;C;Git;GitHub;Verilog;Spring Framework;iOS;AWS;Python,"급성장중;유연근무제;점심지원;평균연봉 6,000 이상",중소기업;주식회사;병역특례 인증업체,시스템 소프트웨어 개발 및 공급업
엘리펀트키즈에듀테인먼트,엘리펀트키즈에듀테인먼트,엘리펀트키즈에듀테인먼트,C#;Java;JSP;JavaScript;Keras;Slim;MSSQL;TensorFlow,인천1호선 역세권 기업;유연근무제,기타,유아·유치원
클로봇,(주)클로봇,클로봇,AngularJS;GitHub;Spring Boot;IBM Watson;TypeScript;Google Drive;NoSql;Docker;JavaScript;MySQL;MSA;Python;Java;C++;Node.js;Spring;React;Git;Linux;Django;ROS;FastAPI;Jandi;DB;Kubernetes,"스타트업;매출액 100억 기업;육아휴직;급성장중;장기근속 포상;코스닥;수인분당선 역세권 기업;점심지원;매출액 20% 지속성장;평균연봉 6,000 이상",스타트업;중소기업;코스닥;주식회사;연구소;병역특례 인증업체,응용 소프트웨어 개발 및 공급업
에이치케이로지스틱스,(주)에이치케이로지스틱스,에이치케이로지스틱스,Java;Amazon ECR;GitHub;PostgreSQL;Amazon S3;Redis;Node.js;Next.js;Tailwind CSS;mobX;React;TypeScript;React Query;Docker;SCSS;MongoDB;Prisma;React Native;NestJS,급성장중;유연근무제;매출액 20% 지속성장;간식 제공,중소기업;주식회사,데이터베이스 및 온라인정보 제공업
뮤즈블라썸,(주)뮤즈블라썸,뮤즈블라썸,AWS Lambda;RDB;AI/인공지능;PyTorch;NoSql;DeepLearning;Node.js;Android OS;AWS;NestJS;Amazon DynamoDB;TensorFlow,연봉상승률 10% 이상;급성장중;유연근무제,중소기업,그 외 기타 정보 서비스업
(주)퓨쳐스콜레,(주)퓨쳐스콜레,퓨쳐스콜레,Java;REST API;JavaScript;Spring Framework;MariaDB;AWS;Airflow;GCP;Python,"연봉상승률 15% 이상;급성장중;장기근속 포상;2호선 역세권 기업;시리즈A 투자유치;성과급/상여금;평균연봉 6,000 이상",중소기업;주식회사,시스템 소프트웨어 개발 및 공급업
바이트사이즈,(주)바이트사이즈,바이트사이즈,Airflow;Java;Microsoft Teams;PyTorch;Git;NLP;JavaScript;MySQL;Python,장기근속 포상;휴가비 지원;프리한 복장;점심지원,중소기업;주식회사,시스템 소프트웨어 개발 및 공급업
씨드앤,(주)씨드앤,씨드앤,Java;GitHub;Kafka;Redis;Node.js;TypeScript;QA;Jenkins;AZURE;Linux;Docker;MySQL;JavaScript;SonarQube;MongoDB;AWS;NestJS;Azure DevOps;ExpressJS;Python,급성장중;8호선 역세권 기업;유연근무제,중소기업;주식회사;연구소,시스템 소프트웨어 개발 및 공급업
한국딥러닝,한국딥러닝(주),한국딥러닝,C++;C;PostgreSQL;Kafka;Next.js;React;Jira;CUDA;PyTorch;Git;Docker;Linux;OpenCV;3D Rendering;JavaScript;MongoDB;AWS;TensorFlow;Kubernetes;Python,급성장중;7호선 역세권 기업;성과급/상여금,중소기업;주식회사,시스템 소프트웨어 개발 및 공급업
메타이노텍,(주)메타이노텍,메타이노텍,FW;C++;C;AWS IoT Device Management;SW;Embedded;Google Cloud IoT Core;PCB;Azure IoT Hub;HW,자유로운 연차;프리한 복장;1호선 역세권 기업;유연근무제;점심지원;매출액 20% 지속성장;워라밸;간식 제공,중소기업,""
테크핀레이팅스,주식회사 테크핀레이팅스,테크핀레이팅스,React Query;REST API;Java;GitHub;Zustand;Notion;Spring Boot;Next.js;React;ERP;Power BI;Tableau;Python;SQL,"평균연봉 상위 10%;2호선 역세권 기업;간식 제공;평균연봉 7,000 이상","",기타금융
오픈헬스케어,오픈헬스케어(주),오픈헬스케어,C#;Java;OAuth2;Nexacro;MariaDB;Node.js;REST API;AZURE;Git;NoSql;Docker;.NET;MongoDB;Oracle;AWS;Kubernetes,5호선 역세권 기업,중소기업,경영 컨설팅업
블루엘리펀트,(주)블루엘리펀트,블루엘리펀트,TypeScript;Git;jQuery;Slack;PostgreSQL;HTML5;Node.js;Tailwind CSS;Jira;React,영업이익 20% 지속성장;매출액 100억 기업;급성장중;매출액 150% 급성장;2호선 역세권 기업;매출액 20% 지속성장;영업이익 150% 급성장;영업이익률 20% 이상,중소기업;주식회사;수출입 기업,안경 및 안경렌즈 제조업
뷰리드 강남오피스,(주)뷰리드 강남오피스,뷰리드 강남오피스,PHP;Laravel,자유로운 연차;2호선 역세권 기업;간식 제공,"",광고·홍보·전시
푸딘코,(주)푸딘코,푸딘코,CSS 3;Java;Redux;MariaDB;Redis;Node.js;React;TypeScript;React Query;REST API;NoSql;Git;Linux;Slack;HTML5;JavaScript;MySQL;Zustand;PHP;React Native;AWS,"평균연봉 상위 10%;영업이익 20% 지속성장;연봉상승률 30% 이상;3호선 역세권 기업;점심지원;평균연봉 7,000 이상",중소기업,응용 소프트웨어 개발 및 공급업
인엘씨테크놀러지,(주)인엘씨테크놀러지,인엘씨테크놀러지,FW;labview;VHDL;C;FPGA;Verilog;MATLAB;MCU;HW,"연봉상승률 15% 이상;자유로운 연차;프리한 복장;유연근무제;점심지원;평균연봉 6,000 이상",중소기업;외국인 투자기업;주식회사;외부감사법인;병역특례 인증업체;수출입 기업,유선 통신장비 제조업
소테리아,(주)소테리아,소테리아,RTOS;AI/인공지능;FPGA;Blockchain;Embedded Linux;Windows;MachineLearning;CUDA;ASIC;PyTorch;Linux;Docker;Embedded;ARM;TensorFlow;Python,"평균연봉 상위 10%;연봉상승률 20% 이상;급성장중;2호선 역세권 기업;유연근무제;점심지원;간식 제공;평균연봉 7,000 이상",중소기업;주식회사;외부감사법인,전기ㆍ전자공학 연구개발업
코보시스,(주)코보시스,코보시스,C#;Java;SW;JSP;iOS;WPF;React;Jira;Vue.js;REST API;Git;Linux;MySQL;Bootstrap;.NET;Flutter;Oracle;Android OS;Mybatis;Dart,"연봉상승률 20% 이상;장기근속 포상;자유로운 연차;성과급/상여금;사내 카페;평균연봉 6,000 이상",중소기업;주식회사;사단법인;연구소,시스템 소프트웨어 개발 및 공급업
이비즈테크,(주)이비즈테크,이비즈테크,WebGL;CloudBees;vmware;OpenStack;Windows;ServiceStack;MSSQL;Cloud CMS;AZURE;Backpack;Linux;GCP;Amazon MQ;Oracle;AWS;Azure DevOps;DB,매출액 100억 기업;육아휴직;장기근속 포상;자유로운 연차;프리한 복장;간식 제공,중소기업,"컴퓨터 및 주변장치, 소프트웨어 도매업"
모빌리티네트웍스,(주)모빌리티네트웍스,모빌리티네트웍스,RTOS;C++;SW;iOS;Jira;Kotlin;SQL;HW;AZURE;Git;NoSql;Confluence;GCP;MySQL;BigData;Swift;Embedded;Oracle;Android OS;AWS;Azure DevOps,"평균연봉 상위 10%;연봉상승률 20% 이상;급성장중;4호선 역세권 기업;점심지원;평균연봉 7,000 이상",중소기업;주식회사;수출입 기업,차체 및 특장차 제조업
